Time(s),A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,D01,D02,D03,D04,D05,D06,D07,D08,D09,D10,D11,D12,E01,E02,E03,E04,E05,E06,E07,E08,E09,E10,E11,E12,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12
8.010,1001.2725,1046.4561,1125.4132,985.2315,1005.7325,1049.6696,1107.5096,978.1839,1000.6210,1029.5153,1141.3368,1007.6846,965.0730,1018.4156,969.6520,1058.2330,954.9811,963.1660,1169.0326,981.3779,1004.1896,1064.3481,1022.7446,1162.5071,958.4744,1042.6287,989.1075,987.7431,963.0326,998.1065,1016.7472,1090.0851,957.3744,988.7068,1042.5644,1071.0614,980.1806,1019.0363,1002.2142,948.2884,963.6482,979.8075,986.5968,312.1698,956.4544,1006.3577,998.2528,1004.4597,686.2339,1278.4349,787.6719,850.7448,1036.7683,983.1562,973.1806,1228.6232,829.2093,887.7762,955.5885,1220.4616,998.8633,1001.6442,972.2879,885.7525,1128.6395,1228.0985,1037.6776,962.6966,962.1009,920.0179,1223.8615,946.7270,1084.5819,1011.0967,931.9249,1139.2478,1026.2790,941.6260,979.5254,1081.0025,962.4520,928.8990,670.0854,832.9468,1000.0000,999.5774,966.9783,1378.9862,1277.3076,571.4618,1003.0917,1001.5345,809.6394,960.3538,1150.0000,603.0319
8.020,996.7021,1033.9182,1127.9413,980.7189,1003.9206,1051.4211,1105.8559,979.7670,998.6344,1022.0258,1142.7967,1003.5351,964.0275,1021.0604,967.1176,1056.4653,961.2879,964.2943,1175.0896,967.0508,1001.4431,1058.1686,1032.0619,1166.0930,961.8876,1038.7532,991.3295,985.3038,962.0181,1001.1197,1055.7284,1095.4654,981.4179,981.5145,1045.2104,1059.8322,973.5651,1020.0157,1005.7775,962.2839,963.7938,978.2864,991.5994,305.4903,956.3314,999.7713,992.4246,993.5733,693.5046,1267.8008,784.1286,845.7269,1036.6112,984.0784,963.7473,1236.6201,835.3376,892.6376,951.3301,1227.8159,990.6103,996.2551,973.8430,894.3856,1126.4046,1232.7947,1031.4423,967.4967,969.4665,918.6153,1224.5245,1050.9074,1092.2766,1033.9529,929.4486,1154.9448,1026.2840,942.7716,979.3875,1086.8277,955.5917,918.4211,670.7758,840.6560,1000.0000,1001.0084,956.2993,1379.3221,1279.6893,567.5426,998.4270,1000.2711,814.8007,960.6022,1150.0000,570.3216
8.030,994.1961,1038.9451,1132.5989,980.2701,1002.1688,1041.7318,1102.0117,978.9940,1001.1219,1023.6507,1131.2936,1013.1118,972.8657,1006.1905,962.0644,1058.1774,947.1511,960.1154,1181.6862,969.5864,1000.7460,1046.9483,1029.7878,1165.8103,955.9766,1041.0951,974.4964,987.5960,956.1079,1000.4909,1078.3774,1070.4768,967.9564,987.2574,1047.4833,1062.9125,969.3761,1017.6302,999.5637,966.8488,955.4860,976.1610,1028.3984,299.9979,959.6662,1000.6976,1017.1971,997.2621,692.1595,1263.6695,788.0955,833.4139,1042.6376,980.3600,966.0240,1223.6816,829.5212,899.4997,953.7886,1223.2130,992.1899,1001.4364,950.9025,896.0192,1122.3191,1239.0424,985.6354,969.1436,966.6363,913.3013,1223.7348,924.9897,1085.8831,1061.4099,933.6480,1161.3433,1027.1511,940.6051,979.7760,1079.5364,954.9188,931.5327,671.3703,831.1202,1000.0000,999.2156,965.4340,1377.0210,1277.4982,575.1656,999.3184,998.1510,815.0981,960.6173,1150.0000,602.3668
8.040,991.9369,1028.9420,1123.7391,986.5832,1002.2619,1041.8508,1102.8503,976.4978,997.4408,1014.0435,1129.5868,1009.4591,953.6476,1004.4908,963.2697,1053.9022,962.0300,961.4804,1182.6068,972.9812,992.9050,1052.2754,1028.1671,1162.8411,954.9633,1040.3566,984.7600,986.2348,947.1715,999.3132,1104.9569,1063.1981,962.5190,981.3444,1031.3661,1059.0854,968.4214,1015.2101,1002.0235,955.2202,955.6120,977.0349,1021.5831,311.1967,956.7071,1002.8541,1021.6980,993.6463,696.0590,1270.0265,788.0503,849.0364,1041.1561,982.7049,972.8699,1236.4773,817.4146,892.6534,954.4450,1228.6572,989.5550,997.6558,954.9613,890.5962,1124.3959,1245.0987,957.5641,971.5797,967.7199,911.0657,1210.6141,1026.4051,1086.9430,1072.1471,928.7631,1165.7374,1027.0502,933.7997,974.3276,1074.7110,960.4233,930.1935,666.9748,839.9622,1000.0000,999.7699,972.3749,1384.8406,1277.9279,574.4978,1000.3814,1001.6917,816.3411,952.4961,1150.0000,609.4258
8.050,989.7983,1022.8680,1126.5116,983.4536,1009.7660,1044.1581,1091.7393,985.6321,996.1450,1022.8631,1128.4517,1010.7770,971.4274,1002.4571,961.5708,1047.3255,954.6527,964.1130,1187.0771,973.7556,981.9909,1051.4222,1024.2876,1170.1911,958.6564,1033.7173,979.7326,973.5596,956.2270,989.9744,1112.2452,1066.5294,975.3073,984.9890,1033.5659,1067.6765,975.9559,1015.3876,1004.0804,959.2126,958.8693,973.7713,1057.7478,306.5197,961.4061,994.5495,1020.7424,1019.1431,698.9284,1265.7803,784.8775,840.1245,1041.4035,983.5630,960.7856,1219.6787,826.5827,889.6803,959.9387,1219.7647,994.0418,1006.3696,966.9917,896.8918,1125.5824,1240.1621,979.8977,978.1991,973.2632,920.1367,1220.9992,1092.5537,1083.6816,1093.3206,932.9188,1173.3810,1028.4520,934.4203,975.9196,1068.1884,961.1165,925.1363,666.9584,830.2808,1000.0000,1001.3430,965.6176,1379.7953,1281.4408,569.1220,999.0906,994.4114,823.1317,952.1631,1150.0000,593.9126
8.060,996.5003,1026.1939,1121.6444,983.5385,1006.1707,1033.4784,1094.7927,983.4539,998.2202,1014.9621,1122.1286,1007.4066,967.7504,1007.1564,970.1490,1048.2445,951.7948,960.5789,1175.4188,978.7327,998.8721,1053.9149,1027.9629,1171.4200,1001.3152,1032.0418,983.3898,983.3936,951.6587,983.6677,1117.8975,1069.9359,958.2774,1018.4622,1021.5745,1051.0655,971.3463,1017.8752,1006.5933,960.5388,954.8368,977.5888,1008.4505,297.0172,950.3480,995.6079,1017.9239,1001.2673,690.4222,1266.3495,780.6043,842.9773,1036.1337,986.2675,972.9624,1219.8007,812.8922,895.1558,955.0593,1227.4887,982.1895,1003.5094,961.5686,898.2969,1131.1460,1244.8457,1034.5478,965.5934,965.1844,920.2109,1232.2091,1027.0270,1083.8356,1091.8747,921.4945,1174.1889,1020.2334,944.4500,975.2774,1064.8593,951.8470,938.1798,673.7874,819.2375,1000.0000,1000.7835,968.3307,1374.0738,1287.4767,568.0966,999.3846,1002.6600,819.3397,947.3011,1150.0000,569.1457
8.070,996.0559,1025.9000,1113.5025,989.3994,996.8640,1035.8688,1086.7017,981.8072,991.5050,1012.4380,1120.8500,1007.7132,965.5664,1002.9137,963.1140,1042.7516,961.0540,990.6387,1180.0063,974.9246,990.9634,1044.5883,1031.3402,1164.9541,1043.1224,1017.6079,972.6672,981.8996,943.3377,991.0542,1124.4110,1055.3599,953.8643,1043.3732,1025.8302,1037.3395,973.7456,1011.5319,995.4080,963.6641,957.4529,975.3679,1023.0548,302.7034,956.2061,1001.2796,1021.4627,1001.7823,686.6951,1261.2296,777.5739,838.7801,1030.1480,980.1556,967.5602,1222.1775,828.1313,890.3302,954.3171,1224.0241,986.1512,1003.7929,960.6091,891.5808,1124.8913,1233.9961,1042.0281,963.1881,966.6969,918.5614,1227.4759,926.2031,1072.4007,1082.4535,936.0483,1182.0292,1028.2780,936.4147,979.5672,1064.1328,953.6005,932.7468,665.9924,817.3756,1000.0000,999.5973,965.7784,1382.4604,1287.0136,572.1597,1000.4170,998.0044,823.4893,962.8774,1150.0000,582.8805
8.080,988.6620,1026.4667,1113.2064,982.2411,1003.3752,1030.2754,1086.1098,977.2390,992.4609,1006.0565,1115.2091,1000.4898,961.2602,997.0600,966.2655,1051.4406,953.4517,1051.9325,1169.4096,976.0499,981.3517,1027.9164,1023.2014,1162.2458,1071.1166,1024.8994,975.9888,982.8881,961.9453,993.2730,1119.1343,1060.6137,981.0192,1053.5525,1024.1797,1040.1464,979.8171,1013.1277,1005.3354,951.0544,955.2642,976.4304,1019.2301,298.7263,951.2873,990.7415,1022.7143,1001.2117,696.8996,1256.8887,782.0592,840.3408,1031.7330,984.4799,958.3776,1219.6683,815.1045,887.3403,951.7738,1224.5557,984.8594,1001.2812,949.9826,903.9917,1123.5059,1237.9085,1008.3308,965.3830,971.3757,913.7526,1225.0574,951.9204,1073.9499,1089.2830,928.2131,1185.2641,1022.1214,940.1619,979.6208,1054.4709,957.7062,929.2616,669.5704,816.5784,1000.0000,1002.6519,958.7052,1378.3548,1282.6833,573.8373,1000.7472,995.6892,822.3614,956.8780,1150.0000,589.1890
8.090,995.3833,1021.4011,1105.7807,980.3441,998.9461,1027.3402,1088.1850,980.4112,985.7791,1007.8536,1120.9797,1010.1638,968.3267,997.3432,963.2123,1043.9291,949.7845,1082.4058,1167.3361,969.1531,990.1340,1027.1674,1023.4880,1152.1181,1083.3610,1016.0104,980.2313,978.1751,965.6527,988.4537,1125.8544,1066.5776,974.4185,1052.9403,1028.9565,1038.8724,979.7207,1009.7241,993.3165,954.5108,959.5590,973.5256,1027.0406,305.6660,963.2254,997.2065,1004.2507,996.3498,697.3787,1268.2752,785.1220,831.5501,1028.1995,986.4976,967.0427,1224.4881,826.4872,893.4832,955.3324,1215.5370,979.6126,983.4741,962.4813,903.6453,1127.9700,1239.0821,979.0589,961.1850,966.1212,916.4427,1224.9588,984.3578,1063.0394,1084.4917,936.8976,1181.1047,1022.3630,940.0078,967.8622,1045.0327,955.5706,933.1350,662.7161,821.9250,1000.0000,1001.3339,959.9892,1381.4759,1278.5696,573.0896,996.0963,998.7739,829.6647,962.4191,1150.0000,606.3800
8.100,996.2587,1024.9733,1108.3463,983.0535,998.2285,1033.2003,1073.5828,974.0881,988.5412,1011.4200,1110.0011,1009.1749,963.6027,990.2202,963.7593,1039.1912,950.8761,1117.0350,1152.2395,975.4197,986.0338,1029.7074,1018.8862,1146.7197,1087.2064,1020.5520,982.9048,974.4997,963.4578,987.9112,1120.5027,1053.6585,960.3677,1049.0954,1022.5337,1045.8726,969.8362,1008.9650,990.4799,961.8651,955.2063,971.0578,984.6235,301.2807,966.5245,990.4810,997.0080,1001.5814,692.8877,1254.6305,777.9622,839.3186,1021.8178,978.7141,959.9379,1214.3815,818.1262,887.3869,958.4662,1222.0984,986.2086,995.0514,961.9152,907.2047,1120.9238,1240.0158,958.2771,965.4322,962.9779,916.0902,1236.3831,1004.5499,1063.4093,1095.9264,928.1259,1184.5733,1043.5617,946.5168,973.5338,1045.4945,957.4026,925.1123,666.5907,820.6226,1000.0000,998.4554,956.8559,1383.8894,1284.3618,568.9826,999.7174,1000.4465,828.9424,956.9232,1150.0000,577.1277
8.110,995.8201,1028.3906,1105.9063,984.6158,992.6550,1026.2899,1068.0674,978.9254,988.5527,1001.1688,1101.7060,1000.1655,968.3492,993.9880,967.9148,1033.4733,954.9804,1148.9423,1157.0058,979.6345,986.3290,1025.5917,1032.2001,1141.4238,1096.5214,1022.9339,978.0597,976.2669,960.9477,991.5073,1119.6088,1059.3713,969.6228,1058.7652,1006.3952,1033.1547,962.8793,1006.3462,1000.0531,953.6707,960.7941,977.0395,999.6531,282.3208,959.2623,993.7544,1024.9655,993.5100,684.8377,1256.7372,781.2294,834.5818,1031.1693,971.2881,964.3249,1216.0298,821.2466,893.0847,952.0756,1225.3169,983.6374,1001.4536,964.0347,916.1270,1123.3974,1237.1335,990.6183,953.3872,967.1576,920.8039,1224.5278,1011.7846,1048.0343,1087.6383,929.2145,1178.3561,1064.1193,961.7383,976.8374,1050.5464,953.6879,938.4182,668.9620,813.6006,1000.0000,1000.7594,960.0294,1379.6752,1289.9861,570.0174,1002.4117,999.1755,827.2040,960.8329,1150.0000,601.9472
8.120,987.9464,1019.2396,1098.8732,984.2669,998.3703,1023.7021,1067.6163,982.1487,986.7833,1001.0426,1104.3225,1000.3768,960.2157,993.2272,958.5066,1041.1892,954.1887,1147.7482,1146.0385,964.0642,986.6364,1023.5195,1023.2494,1132.2695,1108.6039,1013.6186,981.9805,976.0215,959.8474,977.3826,1118.3697,1044.8766,970.1580,1066.3552,1007.6557,1027.3029,963.9547,1017.1782,1000.3668,959.8358,955.2723,968.3292,1009.3839,299.4736,949.2284,984.1144,1037.5630,1006.0326,692.0323,1259.0661,774.3356,832.1355,1026.8342,984.0445,969.7740,1223.6254,828.2151,891.9334,954.4428,1216.0500,988.6246,986.0157,956.5501,909.1620,1130.2511,1226.7901,1051.4396,962.6793,968.7179,920.4396,1229.4073,1008.7317,1050.0242,1087.1363,923.4262,1173.4961,1081.4334,984.3866,968.9847,1033.9513,942.9099,937.6739,663.5707,803.1274,1000.0000,998.8847,962.1833,1369.9731,1285.6840,569.9421,1000.5012,1005.2756,830.2967,961.1323,1150.0000,578.6571
8.130,989.5809,1020.3267,1094.9814,978.6288,990.0434,1027.6145,1061.1549,978.8588,983.9154,999.9671,1099.8759,1000.0777,970.5109,992.8616,962.9752,1038.4935,956.6063,1157.6425,1148.8757,965.3912,985.8928,1016.7029,1020.1431,1135.5542,1102.9430,1016.8839,978.8989,978.4697,949.6803,973.2965,1112.9769,1027.1674,961.1101,1057.7728,1019.4715,1036.0436,966.1899,1019.6457,1008.1551,959.2747,962.0917,973.0858,1018.8350,291.3962,957.8510,992.7534,1006.8777,991.8368,687.3676,1261.8460,779.1127,830.7377,1032.5624,975.7891,966.7115,1211.1893,820.9444,883.9999,960.9253,1223.3018,989.3064,984.8551,958.6544,925.0153,1124.9396,1217.6084,1026.2675,963.7921,969.9493,920.4979,1225.0955,966.7706,1054.3684,1085.0138,929.6833,1183.4428,1094.7648,997.7796,968.9100,1072.9350,961.6369,943.0074,672.2549,803.0734,1000.0000,1001.1856,960.1936,1374.5837,1286.4043,561.6742,1000.9731,1000.9665,830.2107,957.9939,1150.0000,600.5642
8.140,993.4918,1017.9421,1097.2728,976.2664,993.2021,1021.4832,1059.9890,974.8203,986.5872,999.2405,1097.6215,997.4277,963.2344,988.9295,956.4916,1034.0066,954.6016,1173.5202,1134.5190,965.3761,966.6340,1014.0694,1014.3666,1128.3123,1106.0474,1012.0732,967.6898,978.6526,951.3114,984.0534,1108.9479,1037.8123,960.4761,1066.7289,1014.7879,1016.4476,966.4381,1010.2450,1011.4952,965.4265,960.7335,960.9219,995.9639,297.1675,951.5245,992.9375,1039.7990,986.6833,680.3309,1259.4516,776.0590,825.2534,1034.4802,983.3533,959.2583,1218.0135,818.6611,900.3139,956.6622,1225.2050,981.4065,984.3054,964.3918,927.9097,1121.0903,1224.5637,996.8004,958.5080,970.6909,915.0215,1223.5490,993.5431,1049.9619,1078.1313,931.1991,1181.8502,1105.1560,1004.0253,971.4779,1083.5415,952.9951,929.6966,665.4726,812.1999,1000.0000,1000.1072,956.0988,1374.5330,1283.5907,565.5710,1002.7765,994.7691,839.3469,954.2043,1150.0000,621.1539
8.150,990.6907,1021.9118,1087.8919,981.3823,985.0989,1016.7453,1055.0123,982.5756,981.2668,1001.9280,1090.9248,1001.6991,971.0155,983.6380,963.9177,1027.1892,956.5101,1170.1135,1136.3265,973.4077,966.5955,1009.9264,1012.8155,1121.3746,1102.8378,1008.2712,982.0691,970.2733,964.7964,979.9265,1106.0253,1038.8716,966.7182,1063.0959,1013.9318,1034.5968,972.8463,1004.8862,996.6334,956.7023,958.4906,972.8526,996.5782,313.6720,947.4614,985.6769,1016.1029,1001.4680,685.3635,1256.8894,763.5887,830.0950,1024.4963,990.7014,960.9133,1215.8089,815.9408,898.5294,958.9925,1217.8676,978.1500,976.3384,958.9413,927.5029,1130.4700,1217.5704,957.5112,950.4255,966.6261,917.8038,1217.4628,1057.6334,1043.1295,1072.5313,927.3834,1172.9377,1103.3915,1009.8501,968.3050,1093.6917,955.1225,938.4623,667.8966,811.1362,1000.0000,999.9158,961.9012,1377.8699,1285.8035,560.5556,1001.8033,999.0723,836.2981,968.5245,1150.0000,578.7859
8.160,992.7278,1022.0715,1083.4240,977.0030,991.8034,1019.7332,1055.2514,998.4439,985.5588,997.7392,1088.1670,1005.9689,966.0282,976.4204,963.7616,1036.1070,955.4892,1169.2189,1116.8825,959.8901,979.5581,1011.2034,1009.3729,1122.9369,1107.9363,1002.0612,1005.2940,974.7724,960.4954,993.1311,1103.2593,1044.7756,975.7346,1057.5766,1009.9330,1018.6446,971.5639,1007.6209,995.5883,951.4151,965.0915,967.9568,997.7734,304.4051,954.4715,976.9858,1036.1592,1002.4268,673.8588,1265.5091,772.7635,821.5662,1022.2432,985.9504,970.6305,1217.9140,812.8296,885.7525,951.7375,1206.2942,985.7047,986.5417,956.8153,927.4468,1135.4003,1213.0668,984.9263,956.7529,972.9041,913.0105,1227.1835,968.2946,1056.3874,1069.7083,933.1780,1169.2479,1115.8637,1018.1935,966.9303,1093.7936,955.8152,934.6136,662.0200,809.7505,1000.0000,1001.8990,961.5450,1376.0648,1286.0458,565.4160,999.6921,997.8915,835.8351,977.1220,1150.0000,611.7287
8.170,984.4996,1016.5107,1081.1805,976.2208,988.3232,1019.4118,1053.4649,1027.6524,982.1434,994.3408,1088.8987,1016.6332,964.6869,982.9211,956.1148,1031.3333,954.4036,1169.1080,1123.6072,973.3311,971.3567,1007.9265,1014.4770,1115.3147,1100.3339,1012.3902,1048.1730,975.0334,954.1068,972.3967,1090.5499,1037.5735,956.0045,1047.8020,999.2187,1006.5851,979.4007,1016.9304,992.1551,948.7466,954.4855,971.5010,997.2115,281.8319,953.5085,986.5267,1032.0092,999.7533,688.3036,1262.1216,772.4313,828.1402,1031.1680,980.9134,970.0789,1221.9723,807.5336,892.8403,960.4502,1220.6305,984.5933,982.9064,954.7680,928.8896,1131.0088,1209.5502,1016.1846,948.1537,963.6324,916.6771,1215.9090,1052.1688,1035.8081,1066.7082,925.6607,1181.8547,1114.1778,1014.8213,967.7372,1110.5318,950.2865,946.6215,663.7312,811.2360,1000.0000,1002.8380,959.2547,1377.8699,1283.9683,565.0231,1000.0756,999.3226,838.4055,963.5517,1150.0000,595.3173
8.180,985.0178,1015.6516,1077.0800,980.9353,988.6620,1010.0262,1048.8772,1054.6318,982.5365,989.7432,1087.1772,1064.3360,961.0906,972.5277,964.2485,1020.5126,950.1080,1154.2813,1116.9783,967.0681,982.5605,1006.0162,1009.6071,1097.7185,1094.8287,1001.7994,1061.6411,970.9519,957.3793,990.3897,1087.8086,1027.6794,958.3097,1048.9084,1007.9933,1022.9001,988.1664,1018.7510,998.4413,949.1606,953.7933,966.7649,987.3319,303.8745,951.1532,975.4487,1059.6078,1001.5473,666.4592,1255.9783,764.5352,817.8876,1031.3046,988.0740,967.9834,1209.3822,819.7241,893.9861,959.9654,1215.0664,1077.8799,980.5622,964.0773,932.2663,1125.6213,1210.8463,1043.5743,966.9285,958.4090,919.8093,1218.2750,966.2778,1033.4382,1063.6644,921.4087,1176.9574,1108.8582,1019.3720,967.8045,1120.9801,959.5714,941.5401,664.0069,817.9156,1000.0000,1001.0351,959.4787,1379.3249,1287.9862,561.7722,998.9751,1000.9732,841.9534,958.6634,1150.0000,596.2729
8.190,994.5396,1012.3946,1079.9535,980.8011,985.6495,1009.9985,1048.5874,1060.9608,978.3170,990.4676,1083.0293,1104.9267,954.9309,971.4699,966.2041,1083.3325,949.3593,1158.7948,1110.4881,970.0267,967.7413,996.6238,1005.9073,1093.0085,1081.1752,1004.3441,1089.7777,971.5537,961.8955,979.3841,1095.2680,1022.1160,959.4319,1038.9718,997.0131,1027.3951,978.4842,1012.8375,1008.7394,970.4829,953.2974,971.9192,983.2781,285.4490,946.6603,979.4051,1055.1830,991.1820,679.8178,1260.6951,774.8586,824.9407,1026.5427,985.5838,973.1873,1205.3274,812.2361,891.0499,950.8307,1224.4131,1155.0713,980.5019,955.1507,925.5639,1124.6294,1204.9141,1019.1582,956.6887,958.4510,915.1599,1225.2505,979.8177,1029.1786,1058.2659,921.8526,1176.0553,1102.5830,1020.7804,966.4842,1110.5252,952.3956,944.2684,668.4725,807.9336,1000.0000,1000.9089,958.2419,1378.5784,1293.1204,558.7009,995.3181,1000.5529,843.9501,955.0975,1150.0000,586.2878
8.200,984.4460,1014.2579,1071.0331,975.9048,989.5320,1008.7852,1044.0472,1082.8173,980.4901,985.7985,1081.1512,1135.7194,962.8455,969.6466,953.7075,1135.9285,957.0615,1157.8237,1106.1832,970.8704,966.0887,997.4107,996.1016,1087.8378,1087.9346,1000.6386,1093.4842,974.7363,958.2911,965.0879,1088.2957,1028.9592,964.4322,1035.7197,1003.1339,1008.3219,974.6356,1012.9947,998.4621,954.6064,955.3567,970.6102,929.0717,294.7459,956.7255,980.5406,1022.2916,1004.2744,678.9014,1253.4768,760.3651,827.3046,1021.8333,975.2675,963.3639,1212.9223,814.3003,894.0309,959.5899,1206.7497,1160.0000,965.2603,949.6519,947.1085,1129.6424,1204.7743,980.6140,960.1047,965.7778,914.9885,1220.1572,983.6604,1035.8952,1053.8058,935.5174,1168.1124,1115.0154,1016.2143,969.0771,1109.3168,955.6523,946.7486,665.3417,810.1556,1000.0000,1000.1180,958.7035,1375.3164,1289.2262,564.6784,1003.1347,994.2858,845.4701,962.4384,1150.0000,596.1649
8.210,986.3653,1006.1943,1067.7787,975.5992,992.0968,1011.7958,1040.5654,1084.1138,981.5930,997.7824,1077.0808,1155.8249,963.5196,969.7812,960.8212,1184.1189,951.2399,1150.3859,1092.3715,964.7575,971.5045,993.9237,1003.9187,1082.2737,1092.6895,1046.2896,1094.4851,971.1505,990.0721,982.6071,1078.5014,1015.6381,956.1433,1030.0863,1009.9935,1030.8065,971.2522,1003.4705,1000.8789,963.7067,950.5749,963.3895,989.6168,293.8548,959.1966,971.9523,1046.6499,1015.1465,677.9759,1254.8292,767.9513,829.6856,1022.4183,973.0926,972.9889,1207.1864,816.6664,894.2604,961.5149,1215.1557,1160.0000,974.5893,954.6069,932.9631,1134.8015,1202.7473,958.0246,949.8865,964.0616,933.2703,1224.7485,930.9645,1031.8145,1054.4532,928.1699,1169.8906,1114.1698,1012.5543,968.3700,1099.4707,958.5709,939.1221,652.4306,805.8779,1000.0000,998.6358,957.9508,1379.5836,1290.9147,560.1951,1000.5173,1005.7458,848.0156,958.8335,1150.0000,602.2616
8.220,990.0876,1006.2604,1066.7740,977.2380,993.8920,1010.3695,1029.6343,1086.0153,976.2413,989.0679,1075.2276,1170.0370,968.0062,964.0340,956.1372,1216.2576,960.9669,1144.3340,1090.4627,971.9013,978.7822,991.5369,998.7804,1086.1498,1081.8010,1087.8604,1103.1540,971.5161,1027.9705,977.7802,1073.3770,1020.6791,964.6727,1028.9240,1002.1187,1015.6074,965.3220,1014.8917,1000.4885,948.1453,960.9374,974.4044,996.0132,284.3538,960.1065,978.1329,1028.1158,1011.1929,681.3776,1265.8616,768.3297,832.3265,1019.5050,988.4173,970.5705,1214.9461,805.9997,891.8569,956.1164,1222.6006,1160.0000,971.4356,953.6450,940.3900,1126.9442,1196.2877,997.3055,963.1267,963.1221,918.2850,1226.9509,1022.7733,1033.5198,1057.0115,929.2026,1166.8350,1108.8604,1015.3194,966.9529,1098.0257,947.2205,941.9939,667.4581,814.5332,1000.0000,998.2175,959.3428,1379.6143,1288.8254,558.3000,1001.0498,1007.1876,853.4643,949.8776,1150.0000,595.2467
8.230,988.0463,1005.1590,1067.4693,983.5811,990.0951,1008.3742,1041.3978,1092.3198,978.2658,989.7633,1071.4847,1175.7288,959.7626,965.3306,957.2391,1233.7015,964.8710,1139.3720,1094.1492,967.1252,972.8047,983.2229,997.1348,1076.3756,1073.0203,1104.5753,1106.9886,963.5096,1038.9709,975.6406,1073.0920,1024.0512,967.6164,1021.9899,1001.9012,1009.1919,969.6404,1009.1716,990.8960,957.4187,958.3289,965.8471,962.5373,299.9153,953.7213,978.9937,1034.7290,993.9867,680.5867,1260.2288,768.6862,809.5519,1024.4857,975.8541,969.5281,1216.9976,816.6555,886.8942,961.0311,1208.4990,1160.0000,974.7406,958.7287,940.4386,1125.1892,1200.0636,1040.6293,958.4405,958.2568,919.4697,1221.1341,964.3845,1022.3953,1058.7964,934.1342,1172.3241,1111.6694,1013.1487,970.7449,1083.8524,956.9194,949.9625,663.5464,795.5650,1000.0000,1001.3409,961.4707,1382.4968,1294.6230,554.9612,996.6419,999.7439,850.5146,957.5252,1150.0000,580.0023
8.240,986.1573,1005.7260,1065.6889,973.6901,985.1685,1005.0173,1032.1260,1089.4133,982.8584,988.3951,1067.1503,1180.7661,961.1002,962.6391,963.7785,1263.4986,949.9781,1135.8759,1083.8694,966.7726,966.1833,995.8347,1002.7707,1077.9420,1074.8611,1137.2916,1098.8209,968.5411,1059.9260,974.1174,1071.8934,1028.0716,966.5483,1015.4237,1000.5906,1017.5842,976.7629,1011.7658,1004.7554,961.9515,960.9810,955.4334,945.9973,300.5076,956.2406,968.9528,1041.8949,999.5629,680.9224,1257.8092,762.2151,811.1779,1032.5998,982.2352,972.6346,1199.8079,815.0818,893.0871,957.2327,1217.9112,1160.0000,973.5099,948.9071,944.7914,1129.0580,1187.8903,1034.1460,961.0875,962.9563,910.1280,1224.8888,970.4338,1013.2327,1042.6185,933.7948,1158.2075,1104.3068,1014.8557,970.7517,1094.3642,955.6110,951.1541,664.5552,803.3051,1000.0000,999.3366,958.4988,1375.9430,1298.5501,562.0936,998.0713,995.1620,859.8348,965.9853,1150.0000,586.0150
8.250,992.2308,1006.5891,1060.0067,990.0154,990.7169,1001.6155,1034.6797,1090.0848,976.5739,985.7021,1072.5164,1184.0402,954.5087,969.8384,961.0015,1266.8134,952.8727,1130.0194,1085.5510,966.2023,960.8532,985.6731,996.3640,1073.2319,1072.1517,1139.5385,1104.2163,970.8606,1069.9752,982.1226,1057.4578,1023.2386,942.4270,1009.9839,996.1930,1000.4706,982.1979,1009.4340,1004.0589,955.7410,956.4488,957.2010,1005.3964,301.5120,953.0674,988.9791,1048.9783,1015.4878,684.3906,1264.3744,766.7547,820.7525,1020.6104,981.5448,972.2416,1210.9055,804.3349,895.2427,958.5279,1215.6775,1160.0000,980.8039,956.3215,943.3603,1123.1460,1185.2069,999.0218,963.1846,963.0663,918.1990,1222.5690,996.8856,1026.5011,1045.7370,934.1351,1161.9945,1104.9949,1008.4291,964.4974,1093.5938,948.2334,951.8314,667.4058,798.8231,1000.0000,998.4981,957.7279,1378.3577,1297.1526,556.9605,995.7186,995.9382,857.7741,953.2408,1150.0000,574.1160
8.260,984.7590,1004.6058,1056.1858,1051.7757,987.1928,998.9793,1025.1582,1083.9213,977.7039,987.2794,1062.9674,1181.2450,956.0720,969.9822,951.3638,1267.2430,949.4857,1121.4947,1079.8986,967.5685,957.2594,984.4369,1005.1939,1057.1166,1061.2764,1141.5576,1100.1950,969.9904,1066.1341,978.2656,1062.3630,1013.2969,958.4009,1006.7587,1003.2042,994.4353,971.9883,1008.2328,1009.4093,956.9498,967.3509,967.8688,946.9284,307.0671,951.2276,986.1842,1042.0185,1023.6072,674.1957,1256.9253,767.6739,817.2469,1012.9859,972.6850,976.6607,1210.6007,810.4431,900.4701,954.1681,1210.4125,1160.0000,974.6680,951.4030,951.6996,1131.2092,1179.2287,947.3333,955.1439,966.6335,908.1096,1224.2649,972.8680,1026.5529,1043.8993,931.1708,1162.9009,1095.6091,1003.9500,966.0494,1076.8912,957.6226,947.7301,656.8026,801.0029,1000.0000,998.1755,955.3472,1380.7492,1294.5983,554.6961,999.4666,998.7070,858.5989,950.8397,1150.0000,594.9839
